lyrics,mood
"Are there any, ugly girls in the audience tonight? (Howling and yelling) Umm This is for all the ugly girls in the audience tonight (X4) I hope you... yeah, you... you, ugly bitch Cause this is for all the ugly girls in the audience tonight And this is for the ugly girls, ugly!",sadness
"[Intro] Young Ugly God, bruh Bitches on me, you already know everywhere I go I go to the bathroom, cafeteria, when I sleep Everywhere I go, bitches always on me, nigga  [Hook] I make straight A's, but these hoes on my D Booty from a distance, bitch you know I'm trynna see Ion' give a fuck, I take yo' bitch like a G Young Ugly God, nigga, bitches on me Bitches on me Bitches on me Bitches on me Bitches on me I make straight A's, but these hoes on my D Young Ugly God, nigga, bitches on me  [Verse] Ugly God, giddyup like he on a saddle Young Ugly God, finesse the milk out yo' cattle No food and ass whoopings, you know what I came from Bring that ass here, I squeeze yo' booty like a paint gun Hoes cheer me on, bitch I think I am the mascot Bitches on me, I feel like I just hit the jackpot Ya' better watch ya' girl 'cuz I'll strike her like a match box Ugly God, turn yo' bitch on like a laptop Bitch I am a veteran I look like Thomas Edison Everywhere I go, people treat me like the president Booty Gang, Little Dick Clique, is what I represent Bitch, I got hoes from Argentina to the Netherlands [Bridge] When I see hoes, I pick 'em out like a afro Ugly God, dick game hard like a flagpole Dick real tiny, but she wetter than a tadpole Bitch, I took yo' bitch, I'm a goddamn asshole  [Hook] I make straight A's, but these hoes on my D Booty from a distance, bitch you know I'm trynna see Ion' give a fuck, I take yo' bitch like a G Young Ugly God, nigga, bitches on me Bitches on me Bitches on me Bitches on me Bitches on me I make straight A's, but these hoes on my D Young Ugly God, nigga, bitches on me",sadness
"I’m a suicide boy I be on that grind People always asking if I be alright From Behind,  they don’t always treat me too kind Oh Oh Oh  Always tryna put their pressures on me Like it can be done so easily It would be so easy just to flee Think of that feasibility  I don’t know who to trust anymore Pressures like torrential rain downpour Feelin’ like morality chipped to the core An existential outroar Out here cryin’ on the floor Maybe it’s just fact I’m just too poor  Too rich to be too poor Like I ain’t never had struggles before I ain’t as strong as God, not Thor I pray to God every night Cuz I’m afraid, I got that fright Next test, next flight Next height, Maybe next time I’ll be high as a kite  But I don’t do drugs Sometimes all you need are the hugs Like a love bug, dog with the chew tug Nah girl I ain’t tryna budge, Just need some love  ANIME SCENE  I’m a suicide boy I be on that grind People always asking if I be alright From Behind,  they don’t always treat me too kind Oh  Don’t know what to say anymore Too nervous, to go onto a dance floor My life needs to change, Never seen a door That would open to the next legend, a lore  But it's not easy to be me I know it's not easy to be you What if me and you saw through The woods, wonders that could be Living happily, ever after Words so kind like a pastor This is life, not yet the rapture  Love so swell it would capture Sittin’ under a big green tree in a pasture  But That’s just a thought It’s too late to be caught Ya man’s not hot He cold Or so the mortician told Death a problem ten-fold   I’m a suicide boy I be on that grind People always asking if I be alright From Behind,  they don’t always treat me too kind Oh Oh Oh  I’m a suicide boy I don’t even know if I have enough to cry Sometimes I wish I could fly high up in the sky Only to drop down and die Like in Icarus It would Just be the two of us Together, with the angel’s feather If you’re a suicide boy everything will be fine Keeps those thoughts out yo mind And one day the words you hear will be kind",joy
"[Verse 1: Notorious B.I.G.] Split the dutches fill it with the skunk we about to Get wicked in the joint uh Notorious is glorious Niggas now who's the mind blower, the weed grower Have you seeing doubles like Noah, the rhyme flower B.I.G. top notch with the Glock check your pockets And your sock it's just the way my pops taught me When you throw the drop check em thoroughly The bastard might spin around and try to bury me And dead niggas don't make no moves When I'm slingin in the hood I don't fake no moves aight Reminiscin on my swingin days When I drove a Caddy and my bitch sported finger waves Yea she had the Gucci boots I had Sarducci suits Oshkosh-begosh Coca-Cola lookin real cute Junior M.A.F.I.A. representin Bucktown Mac-11 cocked back niggas better duck down Face down you know the routine the cream Earrings you know the drama Biggie bring  [2Pac] How should I plead forever thuggin on a quest to get G's Runnin from enemies ever since the days of a seed I'm under pressure the stress will have me drinkin Thinkin niggas after me much too paranoid to blink Wonder why the police don't want to see me stackin G's They after a playa but I won't let em capture me I gotta thank the lord for the weed and the nicotine I can't sleep close my eyes I see wicked deams (deamons) I keep my pistol by my bedside one in the chamber Preoccupied with homocide my life's in danger Rollin down the four-five beware of stangers Hand on my 4-5 that's what the fame does I'm probably wrong but I'll never know it till I'm gone From out the gutter where the jealous motherfuckers roam Pass the weed let that Hennessey get to me Before the penitentiary",fear
[Verse: Ruby Da Cherry] I'll be your peanut butter If you'll be my jelly And together when we mix We'll make one great sandwich  [Chorus] Breakfast! Lunch! And Dinner! Breakfast! Lunch! And Dinner!  [Outro] All-day-long! All-day-long! All-day-long! All-day-long!,joy
"I loved her I wanted to stay In her room, chain-smoking all day  You say your prayers, make your promises I loved her, i wanted to stay  Deadbeat boy, no Deadbeat boy, no No you can't stay with me  Father said I'm gonna be okay Father says i might die today Father said i'm gonna be okay Father says i might die today  But oh, deadbeat boy, deadbeat boy You can't stay with me  Is it my partner's hand That makes you think i'm dumb? That puts you on the run Is it my partner's hand? is it my partner's hand Deadbeat boy deadbeat boy deadbeat boy Get the fuck out of my life Deadbeat boy deadbeat boy Get the fuck outta my life Deadbeat boy deadbeat boy deadbeat boy",love
"Hey we're the kids we're here to set the score We're tired of fucking hiding we won't do it no more Come out of the closet and into the pit Boy on boy contact, you know it's the shit LIMP WRIST  No more bullshit tough attitudes Mimicking daddy will no longer do Challenge the system and challenge yourself And if you're man enough, you got to do it Limp Wrist style LIMP WRIST  That's right kids, we are Limp Wrist",anger
[Verse 1] Now is all I know Now is all I got And I don't know If there will be tomorrow for us  Now is all I care about Now that you are here Now that you're the contents of my heart  [Verse 2] Now you're all I know Now is all I promise And I don't know If there will be a future for us  Now is all I live for Now that you are near And it was best that from the start it was clear  [Pre-Chorus] Loving is not owning We can let it go We can let it go Loving is not owning You can let me go You can let me go  [Chorus] There's a reason Why we love each other now And we don't know if this is forever  There's a reason Why we are together now And we don't care if it's not forever now  [Verse 3] Now is all I think about Now that I am happy And I'm not sure If there will be a future for us  Now is all I offer It's everything I got And I still wish That there will be a tomorrow for us  [Pre-Chorus] Loving is not owning We can let it go We can let it go Loving is not owning You can let me go You can let me go  [Chorus] There's a reason Why we love each other now And we don't know if this is forever  There's a reason Why we are together now And we don't care if it's not forever now  [Pre-Chorus] Loving is not owning We can let it go We can let it go  Loving is not owning You can let me go You can let me go  [Chorus] There's a reason Why we love each other now And we don't know if this is forever There's a reason Why we are together now  There's a reason Why we love each other now And we don't know if this is forever  There's a reason Why we are together now And we don't care if it's not forever now  [Coda] We love each other now,joy
"[Verse 1] I hear a song come on now I have to turn it off Staring at my closet I wanna throw it all  Don't wanna sing no more, no Every line just gets me down I keep the TV on When laying all alone in bed at night  [Pre-Chorus 1] I tried to walk the feeling out I tried my best to be without And then I tried to reach for you But there's no getting through, mm  [Chorus] When it's pouring, I go out in the rain And I'm waiting for a way, for a change And I just wanna get soaked And rinse it all off, mmm [Verse 2] Flowers, oh, they're all in bloom And the city's so alive While I have filled my time with nothing Delaying all the things I need to do  I like to takе the bus Do some peoplе watching I wonder where they're all going I don't know where I'm going  [Pre-Chorus 2] I tried to run the feeling out Sometimes I drench myself in wine I talk to Mom over the phone She says “It's time you're coming home”, uh  [Chorus] When it's pouring, I go out in the rain And I'm waiting for a way, for a change And I just wanna get soaked And rinse it all off, mmm  [Bridge] Standing by the window In the golden afternoon I see the sunbeams on the walls like waves Travel across the room Sometimes when it's late at night I look into the houses where there's light And I will think of you I always fall behind [Chorus] When it's pouring, I go out in the rain And I'm waiting for a way, for a change And I just wanna get soaked, mm Yeah, I just want to get soaked And rinse it all off",sadness
[Verse 1: $crim] Tipping the essence from here to heroin Quarter bag on me and half in my dome Triple 6 rituals all in my home when i summon the demons that copy my tone Run now run now the $carecrow fiendin for your soul Sun down when i run around with the full moon in the midnight glow  [Verse 2: Ruby da Cherry] Scratching the back of my head it peels open Blood pouring in my hand i should have noticed the ominous hole And im blowin' my dead body on the floor Emotion is woven inside my fuckin skull and bones Tip toeing through the garden of rose Scratching on my grave I'm fucking posing for the flicker of the camеra Most of the time i got stitches in my lambda hoе,sadness
"LYRICS FROM SNIPPET  [Verse] D-d-damn bitch! Fuck you and your man bitch If he ain't tryna fuck, put me on your best friend bitch Damn bitch! Bro don’t dap me up, don't shake my hand bitch I don't need no new friends, you know who I am bitch! I can’t settle down with you, I hope you understand So just hold my hand and shut the fuck up, stick with the plan bitch Damn bitch! Get the fuck from 'round me with that fan shit If you disrespect me I'm gon' pop you like a xan bitch  [Chorus] So what's up bitch? I'm tryna fuck bitch! We gon' pull up to your party on that fuck shit Don't get [?] bitch! [...]",anger
"[Intro] Uh huh, uh huh, uh huh, uh huh Uh huh, uh huh, uh huh, uh huh Uh huh, uh huh, uh huh, uh huh G*59, the fuck, let's go  [Verse] Uh Freezing felines, it's Oddy Nuff The reason why I be wild, it's prolly cause I'm chopping bitches bodies up While you suckas, is trying every second to cut, sloppy ups I break into a bloody mess, unless you use protection It's just a suggestion I don't wanna learn a lesson from not dressing my erection And ending up with infections (What are the odds?) Good question, more like a curse than a blessing, what's the worse That I'm guessing, that this road I chose is a dead end But I'm betting along the way, I'll find you checkers heading in my direction So I let them in the back, slanging bags until the tension Then I mention, that the engine is rigged to blow when it hits one eleven They can't hear me cause it's revving, so I'm stepping on the pedal Til the metal is the flooring down regressing, yeah I'm pressing, yeah I'm pressing bitch I spit that crescent shit, and leave the scene desolate In fact, my raps bring the wrath like the Old Testament Check the dick, like you check the light, tryna spit this shit Bitch swallow, before I split your wig and zip the back up Tic-a-tac and tac-a-toe flow, like a river boat I sit and throw your ass overboard and went and wrote Hoarding bodies, Oddy Nuff's boxing gloves, all you got's a sloppy throat I'm untamed and I wrangle, kick shit with a sprained ankle Twist it like a cyclone, gets me lifted now I need a ride home Rifle, trifling motherfuckers that spitting Bible verses, like a virgin's dick Reason to learn, they burst the shit, but you will never see me coming like invisible sperm Sizzle my words, uh [Outro] Drizzle crystal cause the verses will burn From ashes to dust, your ass get stuck in the urn Nothing left but the worms [?] fucking the world Now guess what bitch it's your fucking turn",anger
"[Intro: Gangsta Boo] Million blunts up in my mind, million blunts up in my mind Mask to my fuckin' face, I’m fiendin' to increase my high Million blunts up in my mind, million blunts up in my mind Mask to my fuckin' face, I’m fiendin' to increase my high Million blunts up in my mind, million blunts up in my mind Mask to my fuckin' face, I'm fiendin' to increase my high Million blunts up in my mind, million blunts up in my mind  [Verse 1: ANTHONY MARS] Walk in with a dead bitch, and a Swisher lit Drug kit, got a half-hit worth of acid Can't quit, I'm an addict So traumatic, and I'm manic Feeling panicked, I need a Xanax Pass it, as I OD real slowly Lonely, looking ghostly Surrounded by smoky mirror images of a fictionist, sober me Don’t give a fuck about harming me I’m druggin' ’till I R.I.P [Hook: Gangsta Boo] Mask to my fuckin' face, I'm fiendin' to increase my high Million blunts up in my mind, million blunts up in my mind Mask to my fuckin’ face, I'm fiendin' to increase my high Million blunts up in my mind, million blunts up in my mind  [Verse 2: NORMAN ATOMIC] Take a hit of acid, been a while since I tripped Now I'm seein' all this shit, brain glowing Everything is bendin' in the same motion Roll the blunt, I'll take a hit Start starin' at the smoke, as it twists and disappears Peer pressure don't affect me, bitch, I take drugs on my own Pop a perc' and snort some coke It feel like my heart is broke Because I get fucked up when I feel alone I'm choking on this 40 of OE I'm hoping that I don't breath Bitch, I'm dope, act like you know me Shoot me up so I can O.D  [Outro: Gangsta Boo] Mask to my fuckin' face, I'm fiendin' to increase my high Million blunts up in my mind, million blunts up in my mind",sadness
"[Intro] Ayy, ayy, $uicide freestyle, ayy, ayy, ayy  [Verse] Lately, I've been feelin' brainwashed Like my soul was rubbing against the grain, lost in the same sauce I would complain but I'm wearing diamond chains Cost more than I care to explain, uh, yeah Lately, I've been feelin' out of character Bitch left 'cause I embarrassed her, but every day I be like a thousand fuckin' miles away Blowin' dope, remindin' myself I'm the boss of the Grey, ayy Boardin' the plane, what the fuck is a holiday? Dreamin' through the day, what were you saying? My mistake Fleeting attention, screenshots, and mentions Wish I still had an away message, forever stressing Live a life in the day, this a day in the life Aight",sadness
"Gangsta Shit! LD up in this motherfucker! Ridin' around with chop, the marks scatter And the bitches flock Big dog, Big Nuts Coming through and don't give a fuck Apache Blood, take no prisoners Fuck with me, be no witnesses Im an evil Motherfucker When your momma come in Ima fuck around and touch her Cause she love me And when she with your daddy, shes always thinking of me I don't give a fuck if this rhymes or not Real ass Gangsta shit I-You could just, punch me in, Just punch me in nigga, thats a hit Yeah, thats my hoe I am the King of Los Santos",anger
"[Verse]  I wanna say something but there’s nobody around I wanna see someone but they try to bring me down And that’s a pipe dream cause everything that i’ve found Full of downfalls if you fall in you will drown I listen to myself and try to emulate the sound I do my best but there’s some things that you just don’t get out What’s around me made the voice inside my head talk Tells me when to eat, sleep, and take the dog to walk Well she was the first to make me really miss a lot The mould you try to fill without the proper pieces, parts The people parting ways without a proper way to start Over on their own overall i think it’s hard and when i start To question it’s i just try to recall your arms And how it felt  to feel them when we laid out on the lawn And that’s the feeling that i look for now  that you’re gone The voice inside my head is looking for as fond  [Verse 2] Days in desolation Remember you was my craving Things that i am saying breaking Making me sound crazed n Wander all of creation just to find it again The feeling that was raising way back when we was just friend Riding on your wave after class i never thought of the end Until the day came that we pass each other tried to pretend Like we ain’t see nothing, guess that’s what it was But why it hit my mind like a motherfucking bus every that single time i gotta wake up Like fuck own self something that i can’t get from Gotta chuck no wealth gonna heal this bump so  i gotta go and make da trunk Do just that, won’t cut back Pressin myself like a thumb tack Guessing that i might as well thumb racks Despite what i said we alone by the end Legs full of led and a soul for a friend",love
"[Hook] Baby, where you lately? I think I'm going fucking crazy (I'm crazy) Baby, (baby) where you lately? (Where you lately?) I think I'm going fuckin crazy  [Verse 1] I'm caught up in my ways, I don't talk too much All these bitches talkin' shit, but they ain't know me much Got that diesel in my brain, finna pop the clutch Doin' donuts in the rain like what the fuck is up I'ma kick it in the castle with my all gold tec Best be trippin' if you thinkin' he ain't comin' for ya neck Got that marijuana burnin' while I'm gettin' it to Beck And if you ready, I'ma come through in a sec, ayy  [Hook] Baby, where you lately? I think I'm going fucking crazy (I'm crazy) Baby, (baby) where you lately? (Where you lately?) I think I'm going fuckin crazy [Verse 2] Where you, where you, where you at? Where you, where you, where you at? Where you, where you, where you at? Where you, where you, where you at? Where you, where you, where you at? Where you, where you, where you at? Where you, where you, where you at? Where you, where you, where you at?  [Outro] Where you Where you Where you",anger
"[Chorus] Feels like I’m spending my last days on this earth And if I die I won’t be alone Nothing's going my way, something's wrong I’m not afraid to see the unknown Something is going on, something's in my head I wish that I could know I can’t help but shake Something's fucking up Something's not okay I would give you the world if I’m allowed to stay  [Verse] I would give u all my bands I don’t care what I say I don’t got that many fans but I love them to death I don’t think you understand, someone show me the way I don’t think I had the chance to make myself feel insane I was trynna get my wealth I had nothing to say I was working on myself ain’t nobody the same I was trynna treat you well, I was trippin again I don’t need nobody’s help I’m by my own in my bed Gеt the fuck out my face Get thе fuck out my face I’ll cut u off like a vein I’ll cut you off like my veins I wanna go to the place The angels guiding the way I’m working hard everyday And if I die I’ll be safe [Chorus] Feels like I’m spending my last days on this earth And if I die I won’t be alone Nothing's going my way, something's wrong I’m not afraid to see the unknown Something is going on, something's in my head I wish that I could know I can’t help but shake Something's fucking up Something's not okay I would give u the world if I’m allowed to stay",anger
"[Verse 1: Lakutis] 9-6 put the dutchie in the color change Triceratop in the freezer Never was the same Push shades, gold dog melt face when you see him Skeleton whole human race finna feel it Bitches come a-runnin Scared like you blindfold Stuck your whole hand in the grape bowl sucka See what we dig up Room sim simmer Pretty boys finna treat my lung like my liver Blood get my dick up Keep my eyes wide Look deep in the mirror Funny see a man, but the devil know better Demon see spitta You sweet [?] Talk alot of caca get Baow in a minute Get rocked in a second [Hook X2] What the fuck now (so what the fuck) So what the fuck now (what the fuck) Bitch so what the fuck (what the fuck now)  [Verse 2: Lakutis] Eyes on the prize bitch Fuck em who ain't fucking with me Skeleton rise bitch Take me back to that McDonalds Ride in the [?] Drown in more women Flow so cold asshole that's a given Stay HOT for a living, bitch Mop in a  gutter Fuck a leech blood sucker Fuck your life Keifer Sutha Fuck with no rubber Catch a batman forever [?] Stupid motherfucker probably never learned better Bet you suck a golf ball through the hose if you let him Young Grim-Reaper dark dream haver Your mom's panties keep em in a drawer till she want em Spit acid on a fat motherfucker if he want it  [Hook X2] What the fuck now (so what the fuck) So what the fuck now (what the fuck) Bitch so what the fuck (what the fuck now) X2",fear
"You got nerve to even be in a battle with this here Lemme make my point, one time, clear You could get shut down, kicked to the rear Where they sell all the merchandise You don't have the price To be expensive or extensive enough To deal with a dude that'll rough you up Wit' his tongue alone, going off the dome And if your freestyle ain't strong You won't last long  Is it any of your business how long I last Did I even ask, shut your stupid ass Anybody listenin', y'all can feel the blast Even if you a member of a big ass mass I can use a system and make it blast louder Than this dude here, who's a self-doubter That's why I crowd him, treat him like a group Shut him down to where I'm the subsitute So yo' shit's forbidden, yo' shit ain't hittin' Freestyle or written, I don't give a damn What the hell you exhibitin' or representin' And I don't give a damn, shit, did I mention If I don't do that, it'll be a sidebar But I wanna tell you how soft you are You so soft that when I stepped into the club I thought I saw a white cat layin' on a little rug or mat And next thing you know I heard a 'splat' And it was yo' tail And that's why you got the stain on the back of yo' Pelle Pell In the first place, now you in the worst place That's why your flow's fallin' off in the first place You can't even get to the first base I'll have to wipe you out straight erase....",love
"[Verse: The Notorious B.I.G.] When I die, fuck it, I wanna go to hell 'Cause I'm a piece of shit, it ain't hard to fuckin' tell It don't make sense, goin' to heaven with the goodie-goodies Dressed in white, I like black Timbs and black hoodies God'll prob'ly have me on some real strict shit No sleepin' all day, no gettin' my dick licked Hangin' with the goodie-goodies, loungin' in paradise Fuck that shit, I wanna tote guns and shoot dice All my life I been considered as the worst Lyin' to my mother, even stealin' out her purse Crime after crime, from drugs to extortion I know my mother wish she got a fuckin' abortion She don't even love me like she did when I was younger Suckin' on her chest just to stop my fuckin' hunger I wonder: if I died, would tears come to her eyes? Forgive me for my disrespect, forgive me for my lies My baby mother's eight months, her little sister's two Who's to blame for both of them? I swear to God I want to just slit my wrists and end this bullshit Throw the Magnum to my head, threaten to pull shit And squeeze until the bed's completely red I'm glad I'm dead, a worthless fuckin' buddha head The stress is buildin' up, I can't— I can't believe Suicide's on my fuckin' mind, I wanna leave I swear to God I feel like death is fuckin' callin' me But nah, you wouldn't understand You see it's kinda like the crack did to Pookie in New Jack Except when I cross over, there ain't no comin' back Should I die on the train track like Ramo in Beat Street People at the funeral frontin' like they miss me My baby mama kiss me, but she glad I'm gone She know me and her sister had somethin' goin' on I reach my peak, I can't speak Call my nigga Chic, tell him that my will is weak I'm sick of niggas lyin', I'm sick of bitches hawkin' Matter of fact, I'm sick of talkin",sadness
"[Rye Beaumont] Yeah Tell you something, I'll be lying Broken something overnight This the ending I am left with Hard to tell if I was right  Now your bio's a mess Would you state us empty? Are you tired with less?  If you tell me I could sort it right now (Now) When I'm coming after loving Let me show you less remorse Let me cause you problems  Tell me why you lying awake at night at my arms? Have you found someone? Are you gonna move on? You know I've been lying awake at night since you gone Thinking about our lovе How it all went wrong I've been thinking about us, us  [Sonny Robertson] I've been thinking about us I'vе been feeling so empty Call me wanting one touch I've been feeling so tempted  Hit you when you can't hold on (I've been trying not to) Never say enough's enough I've been trying not to call every weekend I don't think you'll understand what I mean, yeah I've been trying not to show all my feelings I don't think you'll wanna hear me again  [Rye Beaumont] Tell me why you lying awake at night at my arms? Have you found someone? Are you gonna move on? You know I've been lying awake at night since you gone Thinking about our love How it all went wrong  I've been thinking about us, us I've been trying not to go off the deep end I don't think you wanna give me a reason I've been trying not to go off the deep end I don't think you wanna give me  [Rye Beaumont and Sonny Robertson] Tell me why you lying awake at night at my arms? (On my own) Have you found someone? (Found someone) Are you gonna move on? You know I've been lying awake at night since you gone Thinking about our love (Thinking about our love) How it all went wrong  I've been thinking about us, us I've been thinking about Us, us",sadness
"A mansion on a hill is a lovely sight to see    But like any other house it's only temporary    Home is anywhere you choose to put your heart    If there's no love inside, it will soon fall apart        Ashes to ashes, dust into dust    Buildings will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        You can drive around in a long limousine    If you don't know where you're going, it don't mean a thing    He who'd walk a mile just to hold an empty hand    Knows what it means to be a wealthy man        Ashes to ashes, dust into dust    Palaces will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        Worldly treasures will all pass away    There's just one thing that was put here to stay        Ashes to ashes, dust into dust    Kingdoms will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love    ",love
"A mansion on a hill is a lovely sight to see    But like any other house it's only temporary    Home is anywhere you choose to put your heart    If there's no love inside, it will soon fall apart        Ashes to ashes, dust into dust    Buildings will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        You can drive around in a long limousine    If you don't know where you're going, it don't mean a thing    He who'd walk a mile just to hold an empty hand    Knows what it means to be a wealthy man        Ashes to ashes, dust into dust    Palaces will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        Worldly treasures will all pass away    There's just one thing that was put here to stay        Ashes to ashes, dust into dust    Kingdoms will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love    ",love
"A mansion on a hill is a lovely sight to see    But like any other house it's only temporary    Home is anywhere you choose to put your heart    If there's no love inside, it will soon fall apart        Ashes to ashes, dust into dust    Buildings will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        You can drive around in a long limousine    If you don't know where you're going, it don't mean a thing    He who'd walk a mile just to hold an empty hand    Knows what it means to be a wealthy man        Ashes to ashes, dust into dust    Palaces will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        Worldly treasures will all pass away    There's just one thing that was put here to stay        Ashes to ashes, dust into dust    Kingdoms will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love    ",love
"A mansion on a hill is a lovely sight to see    But like any other house it's only temporary    Home is anywhere you choose to put your heart    If there's no love inside, it will soon fall apart        Ashes to ashes, dust into dust    Buildings will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        You can drive around in a long limousine    If you don't know where you're going, it don't mean a thing    He who'd walk a mile just to hold an empty hand    Knows what it means to be a wealthy man        Ashes to ashes, dust into dust    Palaces will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        Worldly treasures will all pass away    There's just one thing that was put here to stay        Ashes to ashes, dust into dust    Kingdoms will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love    ",love
"A mansion on a hill is a lovely sight to see    But like any other house it's only temporary    Home is anywhere you choose to put your heart    If there's no love inside, it will soon fall apart        Ashes to ashes, dust into dust    Buildings will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        You can drive around in a long limousine    If you don't know where you're going, it don't mean a thing    He who'd walk a mile just to hold an empty hand    Knows what it means to be a wealthy man        Ashes to ashes, dust into dust    Palaces will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        Worldly treasures will all pass away    There's just one thing that was put here to stay        Ashes to ashes, dust into dust    Kingdoms will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love    ",love
"A mansion on a hill is a lovely sight to see    But like any other house it's only temporary    Home is anywhere you choose to put your heart    If there's no love inside, it will soon fall apart        Ashes to ashes, dust into dust    Buildings will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        You can drive around in a long limousine    If you don't know where you're going, it don't mean a thing    He who'd walk a mile just to hold an empty hand    Knows what it means to be a wealthy man        Ashes to ashes, dust into dust    Palaces will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        Worldly treasures will all pass away    There's just one thing that was put here to stay        Ashes to ashes, dust into dust    Kingdoms will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love    ",love
"A mansion on a hill is a lovely sight to see    But like any other house it's only temporary    Home is anywhere you choose to put your heart    If there's no love inside, it will soon fall apart        Ashes to ashes, dust into dust    Buildings will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        You can drive around in a long limousine    If you don't know where you're going, it don't mean a thing    He who'd walk a mile just to hold an empty hand    Knows what it means to be a wealthy man        Ashes to ashes, dust into dust    Palaces will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        Worldly treasures will all pass away    There's just one thing that was put here to stay        Ashes to ashes, dust into dust    Kingdoms will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love    ",love
"A mansion on a hill is a lovely sight to see    But like any other house it's only temporary    Home is anywhere you choose to put your heart    If there's no love inside, it will soon fall apart        Ashes to ashes, dust into dust    Buildings will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        You can drive around in a long limousine    If you don't know where you're going, it don't mean a thing    He who'd walk a mile just to hold an empty hand    Knows what it means to be a wealthy man        Ashes to ashes, dust into dust    Palaces will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love        Worldly treasures will all pass away    There's just one thing that was put here to stay        Ashes to ashes, dust into dust    Kingdoms will crumble, bridges will rust    Mountains will disappear, rivers will dry up    And so it goes with everything but love    ",love
"[Intro: Yung Christ] This a $crim beat Yung Christ 5-9 DJ $crim with that 808  [Verse 1: YUNG CHRIST] Crack up in my swisher Blowing bitches kisses Blowing bitches kisses Blowing bitches kisses Syrup got my twisted Now we G*59 the misfits Swerving and I'm fucked up Serving time I'm locked up Chopper spraying mac truck You live a life of bad luck All my hoes do drugs All my homies thugs Bitches bitches fucking scrubs Explorer on some dubs This that flex on them with no mercy That text I get at one-thirty Bitch bitch begging to get fucked Leggings on but I rip them up Just enough to slide up in All about them Benjamin's Dead presidents I'm heaven sent You just a fuck boy That's irrelevant Bow down to your sensei Yung Mutt You talking to a God boy (Yeah, Yeah, Yeah, Yeah) [Verse 2: YUNG MUTT] G*59 Yeah, yeah, yeah, yeah Swerving past the Church in all black clothing Holding up a middle finger Mac showing Throwing cash hoes run and clash Get their back broken Pop the cap open Throat soaking in some liquid potion Ocean motion motion Toasting to the stars Got a great view from Mars Spit a couple bars just to show it *59 ain't far from the start All brain and heart Gotta play your part in the game You aim the dart  [Verse 3: Bones] Fresh fruit by the platter Sipping water Hear it splatter Got ash on my shirt But I'm me so it never matters Fuck a job stay at home Rolling bones until I'm gone Ties on my wrist This the doped up ghost Laying laying in my bed feeling dead now Money stashed in my pockets with the bands now I don't like rap cause they do it wrong I'm isolated because I cannot take this shit no more This the doped up ghost Laying laying in my bed feeling dead now Money stashed in my pockets with the bands now I don't like rap cause they do it wrong I'm isolated because I cannot take this shit no more Laying laying in my bed feeling dead now Money stashed in my pockets with the bands now I don't like rap cause they do it wrong I'm isolated because I cannot take this shit no more",sadness
